"playerId","playername","position","team","vor","points","actualPoints","overallRank","positionRank","dropoff","auctionValue","upper","lower","risk","sleeper"
79563,"Shonn Greene","RB","TEN",-80.0238,125.929,"59.05",204,53,"3.9281",1,170.0724,77.1833,"6.0502","18"
2539256,"Aaron Dobson","WR","NE",-82.213,146.279,"8.7",205,75,"4.0893",1,194.3847,57.9671,"6.478","13"
2495888,"Marcedes Lewis","TE","JAC",-82.6368,137.921,"60.9",206,24,"5.4957",1,150.2451,106.6285,"3.7119","34"
2540178,"Knile Davis","RB","KC",-83.562,122.3908,"112.45",207,54,"1.3228",1,156.8176,78.1691,"3.0534","52"
2495471,"Jacquizz Rodgers","RB","ATL",-84.3417,121.611,"88.55",208,55,"5.2385",1,154.1041,88.3046,"3.0539","51"
939,"Rashard Mendenhall","RB","FA",-85.4278,120.525,"null",209,56,"9.831",1,120.525,120.525,"null","null"
2495315,"Denarius Moore","WR","OAK",-86.0493,142.4427,"31.15",210,76,"0.8719",1,159.8484,68.707,"7.5789","7"
2495573,"Scott Chandler","TE","BUF",-86.2655,134.2923,"139.55",211,25,"5.3694",1,145.4831,118.062,"5.1404","16"
2543496,"Odell Beckham","WR","NYG",-86.5553,141.9367,"367.3",212,77,"1.4025",1,164.4872,100.0198,"3.4611","89"
2504343,"Jay Feely","K","CHI",-87.1333,54.0436,"10",213,32,"10.9262",1,83.9629,22.6111,"12.0288","1"
2506287,"Lance Moore","WR","PIT",-87.2871,141.2049,"55.7",214,78,"2.4138",1,165.0518,101.9952,"3.0984","108"
2543847,"John Brown","WR","ARI",-88.6284,139.8636,"182.4",215,79,"2.7069",1,177.078,102.0909,"3.2939","97"
2540258,"Travis Kelce","TE","KC",-89.9995,130.5582,"217.3",216,26,"6.2965",1,158.1902,16.9362,"10.9767","4"
1990,"Eddie Royal","WR","SD",-90.7735,137.7185,"222.7",217,80,"1.5867",1,164.4936,97.0211,"3.6744","75"
100021,"Patriots","DST","NE",-91.3903,469.3384,"487",218,2,"4.6828",1,498.5797,322,"3.9174","null"
2533040,"Mohamed Sanu","WR","CIN",-91.8972,136.5948,"204.5",219,81,"1.9417",1,160.5542,78.1278,"3.1677","102"
768,"Steve Johnson","WR","SF",-92.8233,135.6687,"118.25",220,82,"3.8434",1,168.3002,91.7636,"3.157","104"
100004,"Panthers","DST","CAR",-93.1389,467.5898,"328",221,3,"7.502",1,548.875,301,"3.1249","null"
238457,"Zach Miller","TE","CHI",-93.2702,127.2876,"null",222,27,"6.5192",1,138.5257,89.6758,"9.2994","5"
2533437,"Ronnie Hillman","RB","DEN",-93.7327,112.2201,"116.55",223,57,"6.9655",1,131.9142,81.5548,"3.8297","41"
497320,"Andre Roberts","WR","WAS",-94.8546,133.6375,"158.85",224,83,"8.6632",1,160.6766,53.2985,"4.1692","58"
2541556,"Brandon McManus","K","DEN",-95.3878,45.7891,"47.75",225,33,"11.9084",1,75.2546,15.68,"9.415","null"
497149,"LeGarrette Blount","RB","NE",-96.7848,109.168,"115.45",226,58,"8.0499",1,155.7337,57.3006,"5.1425","26"
2505511,"Nate Burleson","WR","FA",-98.4787,130.0133,"null",227,84,"12.3751",1,161.2013,94.5453,"3.6051","80"
100026,"Cardinals","DST","ARI",-99.0072,461.7215,"508",228,4,"5.3831",1,501.1493,312,"4.399","null"
497238,"Jermaine Gresham","TE","CIN",-99.3218,121.236,"161",229,28,"1.9659",1,154.3981,84.9389,"5.0862","17"
2539995,"Mychal Rivera","TE","OAK",-100.257,120.3008,"159.1",230,29,"3.5867",1,143.4475,80.569,"4.3442","21"
4381,"Garrett Hartley","K","CLE",-100.7312,40.4457,"8.5",231,34,"13.8113",1,67.3711,0,"10.8776","null"
100029,"49ers","DST","SF",-102.2745,458.4542,"342",232,5,"78.6642",1,467.9391,319.0025,"5.8254","null"
2550313,"Richard Rodgers","TE","GB",-102.3183,118.2394,"65.75",233,30,"4.0856",1,144.1046,86.3244,"4.4962","20"
497206,"James Starks","RB","GB",-104.6117,101.3411,"87.15",234,59,"1.0292",1,128.8611,70.0816,"3.5806","44"
2495744,"Jason Snelling","RB","FA",-105.0578,100.895,"null",235,60,"1.5236",1,100.895,100.895,"null","null"
2540203,"Levine Toilolo","TE","ATL",-105.3691,115.1886,"75.7",236,31,"2.498",1,141.5759,74.6,"3.4232","39"
2505996,"Eli Manning","QB","NYG",-105.8927,268.2803,"334.8",237,23,"19.7912",1,300.4657,174.1752,"3.2175","31"
2542022,"Khiry Robinson","RB","NO",-106.2241,99.7287,"84.05",238,61,"0.7836",1,139.0282,-32.003,"8.7764","5"
100013,"Texans","DST","HOU",-106.5061,454.2226,"539",239,6,"152.3227",1,498.8981,287,"2.5316","null"
2507779,"Donald Brown","RB","SD",-106.9386,99.0141,"63.8",240,62,"0.9962",1,126.7143,34.3601,"3.7926","43"
4433,"Marcel Reece","RB","OAK",-107.0769,98.8759,"89.5",241,63,"1.9887",1,129.6627,40.2039,"2.725","61"
2543481,"Jace Amaro","TE","NYJ",-107.4387,113.1191,"101.75",242,32,"1.0568",1,143.6991,74.4362,"4.1541","25"
89766,"Brandon Myers","TE","TB",-108.2955,112.2622,"50.5",243,33,"1.2209",1,156.5836,67.5848,"7.8551","8"
2495453,"Andre Holmes","WR","OAK",-108.5567,119.9353,"174.95",244,85,"4.6267",1,164.858,9.4428,"7.8685","5"
2507218,"Brent Celek","TE","PHI",-108.6954,111.8623,"86",245,34,"2.7172",1,137.7816,79.535,"3.6113","36"
2507428,"Mike Tolbert","RB","CAR",-108.7929,97.1599,"21.6",246,64,"1.6509",1,120.9485,24.6164,"4.0118","37"
2534770,"Jonathan Grimes","RB","HOU",-109.3381,96.6146,"35.55",247,65,"3.6442",1,149.7292,59.8017,"3.7961","42"
2543683,"Austin Seferian-Jenkins","TE","TB",-110.3374,110.2203,"63.15",248,35,"4.3432",1,137.0608,16.9,"8.275","7"
382,"Joe Flacco","QB","BAL",-110.6645,263.5084,"312.85",249,24,"31.2758",1,292.2961,196.0289,"3.6991","24"
2539322,"Christine Michael","RB","SEA",-111.5495,94.4033,"29.8",250,66,"3.4393",1,146.0568,2.6385,"7.6421","9"
1072,"Jermichael Finley","TE","FA",-112.4879,108.0698,"null",251,36,"4.5379",1,128.84,84.35,"5.2461","15"
735,"Davone Bess","WR","FA",-113.151,115.341,"null",252,86,"0.3817",1,145.6109,59,"10.7419","2"
81288,"Brandon Gibson","WR","MIA",-113.2158,115.2762,"79.25",253,87,"1.554",1,151.9216,60.2845,"3.3609","94"
2532933,"Brian Quick","WR","STL",-113.8496,114.6424,"99.25",254,88,"1.9992",1,152.9773,12.1558,"6.137","18"
2504941,"Billy Cundiff","K","FA",-113.8613,27.3156,"68.75",255,35,"14.3389",1,30.1576,0,"4.245","null"
2543773,"James White","RB","NE",-114.4152,91.5376,"13.1",256,67,"3.8725",1,121.3174,68.6383,"2.7576","59"
2550158,"Nate Freese","K","FA",-115.2236,25.9533,"7.5",257,36,"25.9533",1,34.1296,0,"4.649","null"
2541544,"Benny Cunningham","RB","STL",-115.5625,90.3903,"143.1",258,68,"5.5882",1,128.4367,-15.9428,"6.4019","16"
2540005,"Marlon Brown","WR","BAL",-115.69,112.802,"62.25",259,89,"0.8835",1,139.7515,78.2604,"3.4777","88"
318,"Jerome Simpson","WR","FA",-116.0076,112.4844,"null",260,90,"1.4803",1,140.7889,64.3591,"3.2909","98"
2495825,"Owen Daniels","TE","BAL",-116.8733,103.6845,"151.05",261,37,"1.7127",1,129.8773,67.5374,"3.3412","41"
2539214,"Kenbrell Thompkins","WR","OAK",-117.1394,111.3526,"62.45",262,91,"0.8163",1,159.0858,57.7688,"4.913","32"
497258,"Andrew Quarless","TE","GB",-117.1783,103.3794,"95.45",263,38,"3.603",1,137.0263,60.3921,"6.6186","10"
2495802,"Jason Avant","WR","KC",-117.8364,110.6556,"92.95",264,92,"4.0777",1,143.3371,74.4322,"3.5655","84"
2532887,"Jermaine Kearse","WR","SEA",-118.0748,110.4172,"124.55",265,93,"8.5667",1,141.5203,13.8671,"5.2007","27"
71431,"Brandon Pettigrew","TE","DET",-119.9936,100.5641,"20.5",266,39,"1.7447",1,119.9085,62.7512,"2.7945","52"
2533460,"Robert Turbin","RB","SEA",-121.0129,84.9399,"90.4",267,69,"1.5093",1,131.6604,28.7431,"5.4245","21"
2534571,"Bobby Rainey","RB","TB",-121.2884,84.6644,"134.55",268,70,"3.4238",1,116.6492,38.7609,"3.839","40"
2541768,"Tim Wright","TE","NE",-121.569,98.9888,"99.5",269,40,"1.8154",1,131.266,60.0342,"4.2795","22"
2507883,"Jeff Cumberland","TE","NYJ",-121.9078,98.6499,"78.05",270,41,"3.6827",1,124.8739,74.0536,"3.0129","47"
2507790,"Andre Brown","RB","FA",-123.756,82.1968,"null",271,71,"1.9429",1,148.1091,-1.2759,"12.7902","2"
2534752,"Adrien Robinson","TE","NYG",-124.861,95.6968,"18.5",272,42,"4.366",1,131.5568,48.2199,"4.9438","18"
2495472,"Jordan Todman","RB","JAC",-125.6683,80.2845,"98.5",273,72,"0.8391",1,113.7972,25.3831,"4.3159","35"
2543502,"Tre Mason","RB","STL",-125.7295,80.2233,"160.45",274,73,"3.3357",1,111.2628,4.2272,"5.3245","23"
2495192,"Greg Little","WR","CIN",-125.7534,102.7386,"16.35",275,94,"3.8904",1,133.2599,52.64,"3.5027","87"
2495835,"Anthony Fasano","TE","KC",-126.3201,94.2376,"82.9",276,43,"6.856",1,113.7552,76.8763,"3.9945","30"
2495328,"Bilal Powell","RB","NYJ",-127.2853,78.6675,"48.35",277,74,"5.3473",1,108.4107,5.9725,"4.6128","33"
2543590,"Cody Latimer","WR","DEN",-127.5295,100.9625,"6.55",278,95,"4.4614",1,128.2786,62.8076,"3.5973","81"
80674,"Chris Ogbonnaya","RB","NYG",-130.8451,75.1077,"10.5",279,75,"3.7199",1,124.8771,-3.4456,"7.5779","10"
2507166,"Ted Ginn","WR","ARI",-131.7581,96.7339,"89.2",280,96,"1.2905",1,125.5267,51.5333,"3.0823","113"
2508112,"Rob Housler","TE","ARI",-132.1339,88.4239,"27.9",281,44,"2.1665",1,130.3788,38.4303,"11.1774","2"
2543495,"Davante Adams","WR","GB",-132.2237,96.2683,"122.9",282,97,"3.3024",1,128.7428,54.3648,"3.318","96"
2535698,"Cole Beasley","WR","DAL",-133.8736,94.6184,"118",283,98,"3.4389",1,125.5835,12.3256,"4.5302","48"
2541199,"Luke Willson","TE","SEA",-134.2183,86.3395,"94.3",284,45,"1.392",1,112.4481,63.1436,"3.4578","38"
1966,"John Carlson","TE","ARI",-134.3825,86.1752,"91.5",285,46,"4.3953",1,102.3353,63.12,"3.9971","29"
2539315,"Stepfan Taylor","RB","ARI",-134.4201,71.5326,"62",286,76,"0.936",1,100.0377,20.6119,"5.3228","24"
2543596,"Dri Archer","RB","PIT",-134.7098,71.2429,"18.6",287,77,"1.9232",1,116.5503,4.948,"5.1215","27"
2543715,"Jerick McKinnon","RB","MIN",-136.0025,69.9502,"123.9",288,78,"1.6835",1,105.3772,37.5215,"2.9454","55"
2540211,"Gavin Escobar","TE","DAL",-136.838,83.7197,"48.75",289,47,"4.4877",1,111.5666,45.45,"3.7334","33"
2495212,"Austin Pettis","WR","SD",-137.1787,91.3133,"35.75",290,99,"0.5921",1,145.1504,18.4991,"6.2928","16"
2540269,"C.J. Anderson","RB","DEN",-137.2635,68.6893,"263.05",291,79,"1.9172",1,104.7482,0.6518,"4.9134","28"
2506885,"Santonio Holmes","WR","FA",-137.4463,91.0457,"20.55",292,100,"1.0023",1,126.7671,43,"4.2129","54"
2495179,"Jerrel Jernigan","WR","NYG",-138.0953,90.3967,"12",293,101,"1.1936",1,136.2677,27.5664,"4.7089","38"
497174,"Jonathan Dwyer","RB","ARI",-138.1085,67.8442,"12.5",294,80,"3.5973",1,129.3767,5.3519,"5.5728","20"
497302,"Brandon LaFell","WR","NE",-138.8019,89.6901,"255.95",295,102,"1.3578",1,146.2711,12.8286,"6.2938","15"
2495651,"Jacoby Jones","WR","BAL",-139.7758,88.7162,"103.3",296,103,"0.7947",1,124.2098,14.6387,"4.6831","41"
80644,"Mike Goodson","RB","FA",-140.2528,65.7,"null",297,81,"3.2989",1,65.7,65.7,"null","null"
2550353,"Allen Hurns","WR","JAC",-140.5436,87.9484,"188.55",298,104,"0.1084",1,121.1568,50.0371,"3.1664","103"
2507187,"Charles Johnson","WR","CAR",-140.5973,87.8947,"null",299,105,"0.6903",1,133.2064,38.71,"8.7503","4"
2539228,"EJ Manuel","QB","BUF",-140.7032,233.4697,"59.15",300,25,"5.7528",1,317.6479,128.1291,"4.0336","17"
2543509,"Allen Robinson","WR","JAC",-140.7068,87.7852,"142.2",301,106,"1.5081",1,132.5909,-0.75,"5.6642","22"
2505664,"Dallas Clark","TE","FA",-140.7177,79.84,"null",302,48,"1.5258",1,79.84,79.84,"null","null"
2495162,"Alex Henery","K","FA",-141.1769,0,"6.75",686,37,"0",1,0,0,"null","null"
2499370,"David Akers","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2504046,"Rian Lindell","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2504346,"Lawrence Tynes","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2504934,"Rob Bironas","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2530801,"Jake Rogers","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2533023,"Derek Dimke","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2535139,"John Potter","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2535686,"Giorgio Tavecchio","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2539227,"Dustin Hopkins","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2541923,"Maikon Bonani","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2543781,"Zach Hocker","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2550310,"Carey Spear","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2550545,"Chris Boswell","K","FA",-141.1769,0,"null",686,37,"0",1,0,0,"null","null"
2550551,"Travis Coons","K","FA",-141.1769,0,"null",686,37,"null",1,0,0,"null","null"
2551234,"Mitch Ewald","K","FA",-141.1769,0,"null",686,37,"null",1,0,0,"null","null"
2507884,"David Nelson","WR","FA",-141.8685,86.6235,"17.75",303,107,"1.5747",1,114.0784,4.4219,"4.7648","35"
2495187,"Lance Kendricks","TE","STL",-141.9337,78.6241,"95.85",304,49,"1.6209",1,95.5678,45.401,"3.2423","43"
2499277,"David Ausberry","TE","OAK",-142.5534,78.0043,"4.1",305,50,"4.6219",1,109.6094,44.92,"4.0148","27"
1030,"Mario Manningham","WR","FA",-142.5613,85.9307,"null",306,108,"1.8916",1,128.7136,0,"6.4439","14"
2533540,"Edwin Baker","RB","FA",-143.159,62.7938,"-0.15",307,82,"1.1991",1,115.6797,16.72,"13.6573","1"
2506581,"Ryan Fitzpatrick","QB","HOU",-143.1775,230.9955,"220.75",308,26,"7.7915",1,314.9462,135.8603,"4.0276","19"
2543551,"KaDeem Carey","RB","CHI",-143.9444,62.0084,"33.95",309,83,"1.0406",1,109.5118,4.785,"4.4796","34"
2537931,"Josh Gordon","WR","CLE",-144.325,84.167,"69.45",310,109,"1.6864",1,118.6376,0,"7.7701","6"
2543721,"C.J. Fiedorowicz","TE","HOU",-144.5557,76.0021,"14.2",311,51,"6.5741",1,102.6767,33.1069,"5.6413","12"
2543488,"Jarvis Landry","WR","MIA",-144.5808,83.9112,"285.6",312,110,"3.4162",1,123.1367,8.4,"5.3234","25"
2539260,"Denard Robinson","RB","JAC",-144.7718,61.1809,"132.95",313,84,"0.6046",1,128.3604,1.6558,"11.7191","3"
2539260,"Denard Robinson","RB","JAC",-144.7718,61.1809,"132.95",313,84,"0.6046",1,128.3604,1.6558,"11.7191","3"
2535890,"Travaris Cadet","RB","NO",-145.1981,60.7546,"84.5",314,85,"1.5023",1,97.9298,1.17,"5.3911","22"
2543638,"DeAnthony Thomas","RB","KC",-145.5548,60.398,"100.05",315,86,"2.2952",1,78.0944,5.9,"3.0299","null"
2543774,"Jared Abbrederis","WR","GB",-147.442,81.05,"null",316,111,"1.2487",1,81.05,81.05,"null","null"
2541161,"Latavius Murray","RB","OAK",-147.8461,58.1067,"116.15",317,87,"0.8135",1,96.2956,3.3715,"4.1637","36"
2495258,"Matt Asiata","RB","MIN",-147.8539,58.0989,"195.8",318,88,"2.7211",1,90.2036,18.2361,"2.7947","57"
2505453,"Kevin Walter","WR","FA",-148.552,79.94,"null",319,112,"0.4869",1,79.94,79.94,"null","null"
2540267,"Ace Sanders","WR","JAC",-148.8293,79.6627,"26.4",320,113,"0.7998",1,99.6703,48.9595,"3.2588","99"
2495158,"Leonard Hankerson","WR","WAS",-149.2485,79.2435,"1",321,114,"1.4853",1,131.8396,22.5916,"6.9285","9"
2540224,"Mike James","RB","TB",-149.4653,56.4875,"-2.9",322,89,"2.3936",1,74.5833,16.2204,"2.8306","null"
2504833,"Shaun Hill","QB","STL",-149.7346,224.4384,"95.2",323,27,"21.6461",1,319.0935,18.7173,"5.6842","10"
2536342,"Brandon Bostick","TE","GB",-149.7951,70.7626,"8.45",324,52,"3.5177",1,89.8406,40.1485,"4.0876","26"
206,"Andre Caldwell","WR","DEN",-150.0098,78.4822,"25.95",325,115,"1.7956",1,105.4364,26.7336,"3.3653","93"
2543572,"Martavis Bryant","WR","PIT",-151.4578,77.0342,"156.35",326,116,"1.0173",1,101.0158,0,"4.6529","43"
2540020,"Theo Riddick","RB","DET",-151.6846,54.2682,"105.7",327,90,"0.6659",1,72.0024,29.2203,"2.9378","null"
2543704,"Lorenzo Taliaferro","RB","BAL",-152.0332,53.9195,"82.7",328,91,"1.1781",1,87.2287,30,"3.0048","53"
2532862,"Junior Hemingway","WR","KC",-152.153,76.339,"28.2",329,117,"0.9786",1,98.9699,3.3869,"3.8117","66"
2539335,"Geno Smith","QB","NYJ",-152.2033,221.9696,"150.65",330,28,"39.4716",1,286.1302,74.9645,"4.2732","14"
497224,"Ed Dickson","TE","CAR",-152.4644,68.0934,"33.25",331,53,"2.116",1,87.9627,49.4309,"2.8756","51"
2495461,"Shaun Draughn","RB","CLE",-152.6676,53.2851,"-1.8",332,92,"1.2263",1,73.9432,18.5708,"2.932","null"
2504743,"Santana Moss","WR","WAS",-152.7971,75.6949,"27.4",333,118,"1.209",1,96.711,36.6161,"3.6088","79"
2539964,"Marquise Goodwin","WR","BUF",-153.4661,75.0259,"11.5",334,119,"1.2252",1,120.3456,13.6349,"4.9356","31"
2534796,"Bryce Brown","RB","BUF",-153.7551,52.1976,"50.2",335,93,"1.0457",1,77.2993,11.2278,"3.9204","null"
2506914,"Michael Robinson","RB","FA",-154.0328,51.92,"null",336,94,"1.7992",1,51.92,51.92,"null","null"
2506122,"Benjamin Watson","TE","NO",-154.1611,66.3966,"52.4",337,54,"1.9594",1,80.0782,47.99,"4.2372","24"
2543777,"Robert Herron","WR","TB",-154.5463,73.9457,"20.7",338,120,"0.4547",1,87.8525,46.3842,"4.6901","40"
2540177,"Marquess Wilson","WR","CHI",-154.8363,73.6557,"44",339,121,"0.9458",1,102.7651,41.6415,"3.7287","70"
2543628,"Troy Niklas","TE","ARI",-154.9997,65.5581,"8.7",340,55,"2.3999",1,104.1187,34.0387,"5.4497","14"
2532790,"Travis Benjamin","WR","CLE",-155.1656,73.3264,"101.75",341,122,"1.9366",1,107.2695,12.7142,"3.4016","92"
2543600,"Alfred Blue","RB","HOU",-155.5689,50.3839,"81.6",342,95,"0.5661",1,68.2372,28.3738,"5.1813","null"
2532797,"Brandon Bolden","RB","NE",-156.095,49.8578,"14.9",343,96,"0.2377",1,76.1384,1.1473,"3.4609","null"
2550189,"Isaiah Crowell","RB","CLE",-156.175,49.7778,"135.15",344,97,"1.3512",1,72.2219,10,"3.1094","null"
80427,"Darrius Heyward-Bey","WR","PIT",-156.3986,72.0934,"4.95",345,123,"1.428",1,105.1697,34.9196,"3.9368","64"
2533037,"Chris Polk","RB","PHI",-156.4905,49.4623,"45.5",346,98,"2.3533",1,67.8857,-23.8548,"3.3202","null"
2537933,"Larry Donnell","TE","NYG",-157.2414,63.3164,"180.45",347,56,"0.477",1,99.4138,21.59,"8.4798","6"
2500835,"Tony Gonzalez","TE","FA",-157.5577,63,"null",348,57,"2.5395",1,63,63,"null","null"
2495676,"Robert Meachem","WR","NO",-157.8058,70.6862,"24.1",349,124,"0.7276",1,101.1439,0.0941,"4.729","37"
2532978,"Jarius Wright","WR","MIN",-157.8475,70.6445,"142.2",350,125,"2.2571",1,102.5455,3.2467,"4.5693","46"
2541185,"Ryan Griffin","TE","NO",-157.8791,62.6787,"null",351,58,"6.8625",1,81.9244,37.9991,"3.5973","37"
2495172,"Kendall Hunter","RB","SF",-158.5619,47.3909,"null",352,99,"0.5654",1,77.4702,0,"11.0564","null"
929,"BenJarvus Green-Ellis","RB","FA",-159.1257,46.827,"null",353,100,"0.3443",1,70.1425,-9.5137,"3.4666","null"
2543770,"Charles Sims","RB","TB",-159.1287,46.8241,"56.5",354,101,"2.068",1,78.6209,19.6946,"2.9269","null"
2532900,"Keshawn Martin","WR","HOU",-159.2191,69.2729,"26.35",355,126,"2.0217",1,101.3436,41.6453,"4.148","59"
2540174,"Marcus Lattimore","RB","FA",-159.8115,46.1413,"null",356,102,"3.9563",1,79.1029,6.65,"3.2855","null"
2508115,"Vincent Brown","WR","OAK",-160.9903,67.5017,"29.7",357,127,"1.1461",1,111.5415,0,"5.6279","23"
2543641,"Devin Street","WR","DAL",-161.4914,67.0006,"4.7",358,128,"1.6338",1,90.3073,35,"3.0987","107"
2539327,"Joseph Fauria","TE","DET",-162.3153,58.2424,"23.1",359,59,"5.7521",1,87.2333,34.05,"3.006","48"
1980,"Peyton Hillis","RB","NYG",-162.582,43.3708,"38.05",360,103,"2.8261",1,75.2187,5.8794,"2.7672","null"
2532850,"T.J. Graham","WR","NYJ",-162.7813,65.7107,"27.7",361,129,"1.3589",1,104.7575,9.9462,"4.9604","30"
2533537,"Stephen Hill","WR","CAR",-163.469,65.023,"null",362,130,"2.0335",1,88.9268,33.28,"3.1525","105"
2543491,"Paul Richardson","WR","SEA",-164.8114,63.6806,"94.45",363,131,"2.0115",1,114.665,4.378,"4.6298","44"
2495314,"Bruce Miller","RB","SF",-164.9534,40.9993,"53.55",364,104,"0.9093",1,50.3463,30.2,"6.419","null"
238504,"LaRod Stephens-Howling","RB","FA",-165.8628,40.09,"null",365,105,"0.8764",1,40.09,40.09,"null","null"
2495241,"Daniel Thomas","RB","MIA",-165.8628,40.09,"57.55",366,106,"1.993",1,72.0955,-1.5056,"3.5241","null"
2499248,"Kris Durham","WR","TEN",-166.1936,62.2984,"14.1",367,132,"1.4668",1,121.6272,0,"6.2689","17"
71255,"Chase Coffman","TE","TEN",-167.1677,53.39,"21.6",368,60,"3.4838",1,53.39,53.39,"null","null"
2532876,"A.J. Jenkins","WR","KC",-167.4523,61.0397,"22.95",369,133,"0.4777",1,97.1881,18.65,"3.4245","91"
2507737,"Darrel Young","RB","WAS",-167.6155,38.3373,"53",370,107,"0.8153",1,44.6374,23.64,"6.2139","null"
2540157,"Stedman Bailey","WR","STL",-167.8685,60.6235,"118.2",371,134,"0.2829",1,75.3203,43,"5.026","null"
2532807,"Ryan Broyles","WR","DET",-167.9913,60.5007,"5.75",372,135,"1.6005",1,98.5711,4.6026,"3.6983","72"
2495340,"Anthony Sherman","RB","KC",-168.0961,37.8567,"27.55",373,108,"1.0463",1,44.2758,29.5325,"6.3621","null"
81857,"Kevin Ogletree","WR","NYG",-168.3114,60.1806,"12.5",374,136,"3.0565",1,88.9112,0.0655,"3.6569","76"
2540037,"Fozzy Whittaker","RB","CAR",-168.7656,37.1871,"45.5",375,109,"0.996",1,61.8062,5.5235,"3.3065","null"
324,"Jacob Tamme","TE","DEN",-168.9672,51.5905,"39.35",376,61,"3.3903",1,67.3828,26.9674,"3.1526","null"
927,"Justin Forsett","RB","BAL",-169.5191,36.4337,"335",377,110,"0.6176",1,64.2857,5.7904,"3.7694","null"
2506341,"Ronnie Brown","RB","SD",-170.0041,35.9487,"15.5",378,111,"0.2686",1,62.8321,-0.03,"3.9042","null"
2539936,"Dennis Johnson","RB","FA",-170.2693,35.6834,"null",379,112,"0.0602",1,61.2854,0,"3.5029","null"
2506147,"John Kuhn","RB","GB",-170.276,35.6768,"20.95",380,113,"0.8169",1,49.9449,16.3146,"5.4368","null"
2530690,"DuJuan Harris","RB","GB",-170.383,35.5698,"9.85",381,114,"1.5758",1,63.9592,-12.806,"2.7968","null"
2535876,"Griff Whalen","WR","IND",-170.8723,57.6197,"33.75",382,137,"1.3364",1,79.9753,33.6177,"3.8048","null"
79625,"Bear Pascoe","RB","ATL",-171.8028,34.15,"8.45",383,115,"0.4616",1,30.7286,23.1,"7.2416","null"
79625,"Bear Pascoe","RB","ATL",-171.8028,34.15,"8.45",383,115,"0.4616",1,30.7286,23.1,"7.2416","null"
2532923,"Chris Owusu","WR","NYJ",-171.8634,56.6286,"31.05",384,138,"1.2124",1,105.1897,1.6957,"4.6727","42"
4231,"Jed Collins","RB","DET",-172.1147,33.838,"16.55",385,116,"0.3048",1,42.0518,20.4,"6.0149","null"
4231,"Jed Collins","RB","DET",-172.1147,33.838,"16.55",385,116,"0.3048",1,42.0518,20.4,"6.0149","null"
2541151,"Zach Sudfeld","TE","NYJ",-172.3359,48.2218,"17.75",386,62,"2.9816",1,57.2934,32.7625,"4.9581","null"
497242,"Clay Harbor","TE","JAC",-172.379,48.1787,"75.35",387,63,"6.9754",1,58.088,24.02,"4.5437","null"
2507278,"Jackie Battle","RB","TEN",-172.414,33.5388,"14.15",388,117,"0.4996",1,69.0487,-7.9963,"3.9669","null"
2543690,"Marion Grice","RB","ARI",-172.425,33.5278,"18.4",389,118,"1.44",1,58.9705,0,"3.5811","null"
2530700,"Dontrelle Inman","WR","SD",-172.5541,55.9379,"35.7",390,139,"1.8923",1,62.715,43.5,"4.8341","null"
2543655,"Tyler Gaffney","RB","NE",-173.4022,32.5505,"null",391,119,"1.3017",1,55.4851,0,"7.2598","null"
2530575,"Drew Davis","WR","ATL",-173.5974,54.8946,"null",392,140,"1.7977",1,72.7264,26.4,"4.0428","null"
2507897,"Alfonso Smith","RB","SF",-174.3278,31.625,"5.1",393,120,"0.9852",1,31.625,31.625,"null","null"
2534789,"Daryl Richardson","RB","NYJ",-175.0801,30.8727,"null",394,121,"0.6832",1,66.4675,-1.8107,"4.665","null"
733,"Earl Bennett","WR","FA",-175.2956,53.1964,"null",395,141,"0.2668",1,92.264,6.3,"5.9165","19"
497336,"Damian Williams","WR","STL",-175.4947,52.9973,"3.1",396,142,"0.3295",1,76.422,23.98,"3.1263","null"
2495468,"Mikel Leshoure","RB","FA",-175.5459,30.4069,"null",397,122,"0.4456",1,73.1774,-1.1348,"4.2906","null"
832,"Josh Morgan","WR","CHI",-175.6301,52.8619,"26.5",398,143,"0.8851",1,93.407,6.7696,"3.5728","83"
496812,"Erik Lorig","RB","NO",-175.9807,29.9721,"15",399,123,"0.1195",1,44.8479,5.05,"4.4971","null"
2495160,"Stanley Havili","RB","FA",-176.0023,29.9504,"null",400,124,"0.5031",1,40.4992,12.85,"5.9319","null"
2543614,"Donte Moncrief","WR","IND",-176.0183,52.4737,"116.6",401,144,"1.42",1,100.5701,4.3675,"3.6421","77"
2532864,"Dan Herron","RB","IND",-176.1981,29.7546,"93.75",402,125,"0.6813",1,47.5929,-2.0034,"4.1828","null"
