"playerId","playername","position","team","vor","points","actualPoints","overallECR","overallRank","positionRank","cost","dropoff","adp","adpdiff","auctionValue","upper","lower","risk","sleeper"
929,"BenJarvus Green-Ellis","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0.3333,0,0,"null","null"
4231,"Jed Collins","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
80674,"Chris Ogbonnaya","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
238445,"Frank Summers","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
1037847,"Deji Karim","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2495468,"Mikel Leshoure","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2495660,"Brian Leonard","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2495831,"Maurice Jones-Drew","RB","FA",-181.8886,0,"null","null",730,202,"null","0","97","-420",0,0,0,"null","null"
2495967,"Leon Washington","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0.3333,0,0,"null","null"
2506817,"Montell Owens","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2507192,"Michael Bush","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2507585,"Will Taufoou","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2507790,"Andre Brown","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0.5,0,0,"null","null"
2527672,"Will Tukuafu","RB","SEA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2530990,"Phillip Tanner","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",1,0,0,"null","null"
2533347,"Bradie Ewing","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",1,0,0,"null","null"
2541769,"Mike Zimmer","RB","MIN",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2541986,"Michael Hill","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2543655,"Tyler Gaffney","RB","NE",-181.8886,0,"null","null",730,202,"null","0","409","-108",0.75,0,0,"null","null"
2550271,"James Wilder","RB","CIN",-181.8886,0,"null","null",730,202,"null","0","69","-448",0,0,0,"null","null"
2550327,"Terrance Cobb","RB","OAK",-181.8886,0,"null","null",730,202,"null","0","166","-351",0,0,0,"null","null"
2550540,"George Atkinson","RB","OAK",-181.8886,0,"null","null",730,202,"null","0","412","-105",0,0,0,"null","null"
2550542,"Kapri Bibbs","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2550574,"Henry Josey","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2552383,"Terrence Magee","RB","BAL",-181.8886,0,"null","null",730,202,"null","0","45.5","-471.5",0,0,0,"null","null"
2552578,"Tyler Varga","RB","IND",-181.8886,0,"null","null",730,202,"null","0","66","-451",0,0,0,"null","null"
2553617,"Terrell Watson","RB","CIN",-181.8886,0,"null","null",730,202,"null","0","60.33","-456.67",0,0,0,"null","null"
2553625,"Rasheed Williams","RB","DET",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2553660,"Akeem Hunt","RB","NYG",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2553695,"Dominique Brown","RB","TB",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2553738,"Ross Scheuerman","RB","PIT",-181.8886,0,"null","null",730,202,"null","0","null","null",1,0,0,"null","null"
2553765,"Synjyn Days","RB","FA",-181.8886,0,"null","null",730,202,"null","0","null","null",0,0,0,"null","null"
2553848,"Dreamius Smith","RB","SD",-181.8886,0,"null","null",730,202,"null","25.8593","297","-220",0,0,0,"null","null"
2553879,"Jahwan Edwards","RB","SD",-181.8886,0,"null","null",730,202,"null","null","null","null",0,0,0,"null","null"
2505790,"Wes Welker","WR","FA",-182.5802,47.5473,"null","null",507,139,"null","1.0611","201.33","-349.67",0.75,67.8489,0,"7.433","null"
2534752,"Adrien Robinson","TE","NYG",-183.2711,15.6962,"null","null",508,89,"null","0.8966","null","null",0.5,26.9347,4.7045,"3.6468","null"
81288,"Brandon Gibson","WR","NE",-183.3256,46.8019,"null","null",509,140,"null","0.7213","null","null",0.75,95.4506,2.4235,"5.4405","8"
2507828,"Logan Paulsen","TE","WAS",-183.762,15.2054,"null","null",510,90,"null","0.9361","null","null",0.25,31.239,0,"3.2789","null"
2532790,"Travis Benjamin","WR","CLE",-183.9572,46.1703,"null","null",511,141,"null","0.4842","197","-358",0.25,78.235,0,"4.1405","null"
2552421,"Kenny Bell","WR","TB",-184.1366,45.9909,"null","null",512,142,"null","2.2824","143.89","-412.11",0.5,72.5203,15.6773,"7.6442","null"
2499277,"David Ausberry","TE","DET",-184.5734,14.3939,"null","null",513,91,"null","0.2818","418","-139",0.25,24.9183,0,"1.4092","null"
2536031,"Damaris Johnson","WR","HOU",-184.7461,45.3814,"null","null",514,143,"null","3.5585","null","null",0.5,98.5381,0,"4.8939","27"
2552660,"Randall Telfer","TE","CLE",-184.8229,14.1445,"null","null",515,92,"null","0.0664","null","null",0.25,27.9565,0,"1.3897","null"
497246,"Michael Hoomanawanui","TE","NE",-184.8877,14.0797,"null","null",516,93,"null","0.1023","42","-518",0.25,21.7547,4.7094,"5.4548","null"
2552403,"Nick OLeary","TE","BUF",-184.8909,14.0765,"null","null",517,94,"null","0.5084","102","-459",0.5,29.155,0.45,"5.1587","null"
2552478,"Blake Bell","TE","SF",-185.0891,13.8783,"null","null",518,95,"null","0.9752","141","-421",0.5,23.7939,0,"4.9125","null"
2533028,"James Hanna","TE","DAL",-185.7095,13.2579,"null","null",519,96,"null","0.9595","null","null",0.5,16.6994,0.3,"4.3519","null"
71435,"John Phillips","TE","SD",-186.4191,12.5483,"null","null",520,97,"null","0.8753","null","null",0,17.2417,0.15,"6.1738","null"
2532941,"Gerell Robinson","TE","MIA",-186.919,12.0483,"null","null",521,98,"null","0.8886","null","null",0,25.6643,0,"2.0506","null"
2536071,"Cooper Helfet","TE","SEA",-187.6697,11.2977,"null","null",522,99,"null","0.4243","null","null",0.25,21.8254,0,"3.9791","null"
2533353,"Cory Harkey","TE","STL",-187.9455,11.0219,"null","null",523,100,"null","0.6251","null","null",0.25,18.3191,1.6,"5.5229","null"
206,"Andre Caldwell","WR","DEN",-188.0918,42.0357,"null","null",524,144,"null","1.5169","249.5","-318.5",0.6667,69.2645,16.968,"2.6589","null"
497250,"Anthony McCoy","TE","SEA",-188.2425,10.7248,"null","null",525,101,"null","0.6685","null","null",0.25,22.4003,0,"6.2983","null"
2530700,"Dontrelle Inman","WR","SD",-188.5173,41.6102,"null","null",526,145,"null","2.2117","208.2","-361.8",0.5,72.9251,2.4858,"4.5427","null"
2552402,"Nick Boyle","TE","BAL",-188.8986,10.0688,"null","null",527,102,"null","0.5521","220.33","-350.67",0.25,20.6322,0.15,"4.0602","null"
2495234,"Luke Stocker","TE","TB",-188.9235,10.0439,"null","null",528,103,"null","1.1717","null","null",0.3333,14.9773,0.15,"3.88","null"
2534820,"Garrett Celek","TE","SF",-189.978,8.9894,"null","null",529,104,"null","0.3982","null","null",0,19.2517,0,"4.6248","null"
2552559,"C.J. Uzomah","TE","CIN",-190.2124,8.755,"null","null",530,105,"null","0.5635","null","null",0.5,16.9541,0.09,"3.7428","null"
2550284,"Trey Burton","TE","PHI",-190.5398,8.4276,"null","null",531,106,"null","0.6415","null","null",0,14.9219,0.202,"3.947","null"
318,"Jerome Simpson","WR","SF",-190.7001,39.4274,"null","null",532,146,"null","0.488","null","null",0.6667,58.5134,4.45,"3.0666","null"
2552431,"Vince Mayle","WR","CLE",-190.7579,39.3696,"null","null",533,147,"null","1.1168","72.5","-504.5",0.25,92.1833,4.345,"8.8806","4"
2553292,"Kennard Backman","TE","GB",-191.0121,7.9553,"null","null",534,107,"null","0.6204","177","-401",0.25,14.3363,0,"5.4662","null"
2534742,"Taylor Thompson","TE","FA",-191.3505,7.6169,"null","null",535,108,"null","0.629","null","null",0.6667,17.4049,0,"3.6933","null"
2543641,"Devin Street","WR","DAL",-191.6182,38.5093,"null","null",536,148,"null","0.6689","319","-261",0.6667,52.3676,9.4649,"3.9183","null"
2553465,"Rory Anderson","TE","SF",-191.9145,7.0529,"null","null",537,109,"null","0.178","166.67","-414.33",0,11.0966,0,"5.8912","null"
2507486,"Kellen Davis","TE","NYJ",-192.0443,6.9231,"null","null",538,110,"null","0.1029","63","-519",0.25,12.356,0,"3.8202","null"
2495306,"Ricardo Lockette","WR","SEA",-192.1312,37.9963,"null","null",539,149,"null","1.3319","300.5","-282.5",0.75,77.2254,4.2622,"6.2732","null"
71255,"Chase Coffman","TE","FA",-192.1408,6.8266,"null","null",540,111,"null","0.2048","null","null",0,12.4614,0,"5.1897","null"
2550355,"Nic Jacobs","TE","JAC",-192.1537,6.8136,"null","null",541,112,"null","0.4224","null","null",0.25,12.9445,0,"5.4977","null"
2539214,"Kenbrell Thompkins","WR","OAK",-192.4431,37.6844,"null","null",542,150,"null","2.3316","null","null",0.75,75.3883,9.6268,"4.9739","null"
2541096,"Ifeanyi Momah","TE","ARI",-192.5374,6.43,"null","null",543,113,"null","0.0981","null","null",1,6.217,5.3,"7.9271","null"
2553446,"Malcolm Johnson","TE","CLE",-192.6149,6.3525,"null","null",544,114,"null","0.1075","null","null",0,12.2303,-1.7,"5.5967","null"
2541512,"Brian Leonhardt","TE","OAK",-192.6561,6.3112,"null","null",545,115,"null","0.3015","null","null",0,12.5516,0,"5.8854","null"
79625,"Bear Pascoe","TE","CHI",-192.7886,6.1788,"null","null",546,116,"null","0.3387","105","-485",0,9.2133,0.15,"4.9622","null"
2552580,"A.J. Derby","TE","NE",-193.1267,5.8407,"null","null",547,117,"null","0.248","null","null",0.6667,13.0079,0,"5.1288","null"
2539645,"Brandon Williams","TE","CAR",-193.1278,5.8395,"null","null",548,118,"null","0.5329","null","null",0.3333,8.7004,0.9757,"5.1607","null"
2553454,"Geoff Swaim","TE","DAL",-193.6214,5.346,"null","null",549,119,"null","0.0794","118","-475",0.25,10.9993,0,"5.9988","null"
2508137,"Ryan Taylor","TE","KC",-193.7001,5.2673,"null","null",550,120,"null","0.2062","null","null",0.5,9.1308,0,"5.5756","null"
2552396,"Ben Koyack","TE","JAC",-193.7015,5.2659,"null","null",551,121,"null","0.7235","null","null",0,11.685,0,"5.9129","null"
2552462,"Gerald Christian","TE","ARI",-194.1111,4.8563,"null","null",552,122,"null","0.6459","75","-521",0.5,9.644,0,"5.1416","null"
2535882,"Mike Brown","WR","CAR",-194.483,35.6445,"null","null",553,151,"null","0.9239","237.5","-359.5",0,59.8173,-2.9884,"7.2645","null"
2533047,"Orson Charles","TE","NO",-194.739,4.2284,"null","null",554,123,"null","0.2515","null","null",0.3333,8.4533,0,"5.3312","null"
2536342,"Brandon Bostick","TE","MIN",-194.775,4.1923,"null","null",555,124,"null","0.6432","null","null",0,7.0964,0,"6.1074","null"
2550359,"Seantavius Jones","WR","NO",-195.0665,35.061,"null","null",556,152,"null","0.7195","79","-521",0.25,57.2359,0.75,"3.8401","null"
2535535,"Phillip Supernaw","TE","TEN",-195.2059,3.7615,"null","null",557,125,"null","0.6784","null","null",0,6.7403,0,"6.0001","null"
2506410,"Alex Smith","TE","NO",-195.6306,3.3368,"null","null",558,126,"null","0.6782","393","-209",1.25,4.5185,0,"7.0261","null"
2532903,"Rishard Matthews","WR","MIA",-195.7473,34.3802,"null","null",559,153,"null","0.1909","235.5","-367.5",2.25,60.9677,2.7678,"2.1516","null"
2543777,"Robert Herron","WR","TB",-195.8247,34.3028,"null","null",560,154,"null","0.4257","null","null",0.3333,56.6943,12.4022,"2.2594","null"
2506287,"Lance Moore","WR","DET",-196.0517,34.0758,"null","null",561,155,"null","0.4376","175","-430",0.25,72.5513,9.75,"4.6721","null"
2499255,"Richard Gordon","TE","KC",-196.1379,2.8295,"null","null",562,127,"null","0.4278","null","null",0,4.6433,0,"7.3136","null"
184,"Donnie Avery","WR","FA",-196.4492,33.6783,"null","null",563,156,"null","0.16","437","-170",0,46.1395,0,"3.2222","null"
2543714,"Arthur Lynch","TE","NYJ",-196.4798,2.4876,"null","null",564,128,"null","0.4072","null","null",0,4.1708,0,"5.2519","null"
2552428,"Tre McBride","WR","TEN",-196.5293,33.5982,"null","null",565,157,"null","0.3232","135.11","-473.89",0.25,48.7196,18.5,"4.4077","null"
2553791,"E.J. Bibbs","TE","CLE",-196.6515,2.3159,"null","null",566,129,"null","0.9286","171.11","-438.89",0.3333,3.4978,0,"6.9232","null"
2539964,"Marquise Goodwin","WR","BUF",-196.6891,33.4384,"null","null",567,158,"null","0.3543","null","null",0.6667,67.6868,3.95,"3.3632","null"
2535634,"Chris Givens","WR","STL",-197.0157,33.1118,"null","null",568,159,"null","0.1586","null","null",0.5,49.041,14.745,"3.8439","null"
1037885,"Marc Mariani","WR","CHI",-197.0711,33.0564,"null","null",569,160,"null","0.4376","452","-161",0.5,38.4957,23.63,"5.865","null"
2541151,"Zach Sudfeld","TE","NYJ",-197.1225,1.8449,"null","null",570,130,"null","1.1703","246","-368",0,4.051,0,"5.6458","null"
2505600,"Brandon Lloyd","WR","FA",-197.2775,32.85,"null","null",571,161,"null","0.4637","null","null",0.3333,26.1909,0,"3.1624","null"
2495315,"Denarius Moore","WR","CIN",-197.74,32.3876,"null","null",572,162,"null","2.0092","null","null",0.25,59.0895,4.73,"4.3131","null"
2552656,"J.J. Nelson","WR","ARI",-197.7424,32.3851,"null","null",573,163,"null","4.0494","138.2","-478.8",0.3333,44.4897,16.2252,"3.996","null"
2553682,"Wes Saxton","TE","NYJ",-198.0377,0.9297,"null","null",574,131,"null","0.5381","null","null",0,1.9567,0,"7.6278","null"
2550454,"Asante Cleveland","TE","SF",-198.5479,0.4195,"null","null",575,132,"null","0.2376","null","null",0,0.7777,0,"7.9807","null"
2550356,"Marcel Jensen","TE","DEN",-198.6037,0.3637,"null","null",576,133,"null","0.3637","null","null",0,0.6495,0,"8.0463","null"
216,"Fred Davis","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",0.25,0,0,"-0.9981","null"
1072,"Jermichael Finley","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
89688,"Kevin Brock","TE","NO",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
1037366,"Michael Palmer","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
1037836,"Fendi Onobun","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",1,0,0,"null","null"
2495620,"Clark Harris","TE","CIN",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
2507405,"Matthew Mulligan","TE","BUF",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
2530754,"Brett Brackett","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
2532991,"Evan Rodriguez","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
2540233,"Nick Kasa","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"-0.9365","null"
2543728,"Rob Blanchflower","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
2550278,"Blake Annen","TE","CHI",-198.9674,0,"null","null",730,134,"null","0","402","-219",0,0,0,"null","null"
2550405,"Erik Swoope","TE","IND",-198.9674,0,"null","null",730,134,"null","0","null","null",0.5,0,0,"null","null"
2550424,"Alex Bayer","TE","STL",-198.9674,0,"null","null",730,134,"null","0","464","-157",0,0,0,"null","null"
2550485,"Gator Hoskins","TE","FA",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
2550608,"RaShaun Allen","TE","SEA",-198.9674,0,"null","null",730,134,"null","0","237","-384",0.3333,0,0,"null","null"
2551359,"Jerome Cunningham","TE","NYG",-198.9674,0,"null","null",730,134,"null","0","null","null",0,0,0,"null","null"
2553191,"Joe Don Duncan","TE","DEN",-198.9674,0,"null","null",730,134,"null","0.0033","null","null",1,0,0,"null","null"
2553524,"Beau Gardner","TE","ATL",-198.9674,0,"null","null",730,134,"null","null","null","null",0,0,0,"null","null"
2508020,"Richie Brockel","TE","CAR",-198.974,-0.0066,"null","null",731,135,"null","null","null","null",0,-0.0039,-0.0996,"8.2032","null"
2552608,"Stefon Diggs","WR","MIN",-201.756,28.3715,"null","null",577,164,"null","0.1413","126.63","-514.37",0.5,44.0311,6.715,"3.7139","null"
2495338,"Dane Sanzenbacher","WR","FA",-201.8275,28.3,"null","null",578,165,"null","0.2926","null","null",1,23.1905,0,"3.8743","null"
2535876,"Griff Whalen","WR","IND",-201.9671,28.1604,"null","null",579,166,"null","0.5928","null","null",0,47.1181,0,"1.2317","null"
2541388,"Brice Butler","WR","OAK",-202.273,27.8545,"null","null",580,167,"null","0.7805","63","-581",0.3333,55.7152,0,"3.0967","null"
2532799,"Jarrett Boykin","WR","CAR",-202.8467,27.2808,"null","null",581,168,"null","0.4502","194.93","-450.07",0.25,75.2802,0.3869,"7.0787","null"
81294,"Brian Hoyer","QB","HOU",-203.0964,120.1418,"null","267",582,32,"null","40.43","205.79","-440.21",1,199.6419,-80.4131,"8.094","1"
2552616,"Duron Carter","WR","IND",-203.2604,26.8671,"null","null",583,169,"null","0.3083","164.65","-482.35",0.75,53.2222,5.45,"9.5222","null"
2495212,"Austin Pettis","WR","SD",-203.3334,26.7941,"null","null",584,170,"null","1.3446","null","null",0,47.074,0,"2.7233","null"
2552408,"Darren Waller","WR","BAL",-203.804,26.3235,"null","null",585,171,"null","1.7828","157.57","-491.43",0.25,50.131,0,"2.3857","null"
2530720,"Joseph Morgan","WR","NO",-205.552,24.5755,"null","null",586,172,"null","0.3622","274","-376",0.3333,40.792,0,"2.8059","null"
2530720,"Joseph Morgan","WR","NO",-205.552,24.5755,"null","null",586,172,"null","0.3622","274","-376",0.3333,40.792,0,"2.8059","null"
2495192,"Greg Little","WR","CIN",-205.6216,24.5059,"null","null",587,173,"null","0.7165","null","null",0.3333,50.6777,0,"1.3272","null"
2535966,"Brenton Bersin","WR","CAR",-206.2068,23.9207,"null","null",588,174,"null","0.3909","74.5","-578.5",0.3333,45.4479,5.305,"3.784","null"
2552627,"DeAndre Smelter","WR","SF",-206.4696,23.6579,"null","null",589,175,"null","0.4029","130.29","-523.71",0.75,47.6847,0,"4.6637","null"
2550413,"Corey Washington","WR","NYG",-206.7258,23.4017,"null","null",590,176,"null","0.7903","323.5","-331.5",0.5,35.8849,0.882,"5.2287","null"
2543828,"Quincy Enunwa","WR","NYJ",-207.0191,23.1084,"null","null",591,177,"null","1.4719","256","-400",0,36.8131,0,"3.07","null"
2543689,"Kevin Norwood","WR","SEA",-208.013,22.1145,"null","null",592,178,"null","1.1436","null","null",0.5,35.1054,0.6698,"6.7627","null"
2552420,"Keith Mumphery","WR","HOU",-208.9688,21.1587,"null","null",593,179,"null","0.6171","null","null",0.6667,39.648,0,"1.6703","null"
2543745,"Jalen Saunders","WR","NO",-209.3444,20.7831,"null","null",594,180,"null","0.7284","null","null",0.5,41.7681,0,"3.1901","null"
2504743,"Santana Moss","WR","FA",-209.8275,20.3,"null","null",595,181,"null","0.5256","null","null",0.5,16.8658,0,"4.9836","null"
2495179,"Jerrel Jernigan","WR","FA",-210.3182,19.8093,"null","null",596,182,"null","0.1864","null","null",0.3333,27.7174,0,"2.608","null"
2532862,"Junior Hemingway","WR","KC",-210.3879,19.7396,"null","null",597,183,"null","0.6585","null","null",0.5,30.8216,0,"2.107","null"
2508115,"Vincent Brown","WR","IND",-210.6212,19.5063,"null","null",598,184,"null","1.0858","null","null",0.3333,35.1049,0,"2.6404","null"
2532876,"A.J. Jenkins","WR","DAL",-211.4715,18.656,"null","null",599,185,"null","0.7814","null","null",0.5,30.4429,0,"4.5516","null"
2531332,"Terrelle Pryor","WR","CLE",-211.9425,18.185,"null","null",600,186,"null","0.8677","null","null",1,13.4223,-1.8482,"5.6003","null"
2495223,"Greg Salas","WR","DET",-212.5634,17.5641,"null","null",601,187,"null","1.005","207.25","-458.75",0.75,31.2233,0,"3.8652","null"
2532850,"T.J. Graham","WR","NYJ",-213.057,17.0705,"null","null",602,188,"null","1.0559","null","null",0.3333,24.9562,0,"3.6874","null"
2541785,"Adam Thielen","WR","MIN",-214.0798,16.0477,"null","null",603,189,"null","0.3344","290","-378",0.25,26.0883,0,"3.2555","null"
2506885,"Santonio Holmes","WR","FA",-214.1459,15.9816,"null","null",604,190,"null","0.7238","null","null",0.3333,22.5681,0,"3.6059","null"
832,"Josh Morgan","WR","NO",-214.6825,15.445,"null","null",605,191,"null","0.4938","138","-532",0.6667,21.938,0.15,"3.834","null"
80427,"Darrius Heyward-Bey","WR","PIT",-215.0567,15.0708,"null","null",606,192,"null","0.3003","187.5","-483.5",0.3333,31.8075,1.2,"4.3445","null"
2532923,"Chris Owusu","WR","NYJ",-215.2959,14.8316,"null","null",607,193,"null","0.3213","null","null",1.3333,24.4496,0,"5.0234","null"
2541314,"Justin Brown","WR","FA",-215.4181,14.7094,"null","null",608,194,"null","0.4416","null","null",0,25.2525,0,"2.5048","null"
2532900,"Keshawn Martin","WR","HOU",-215.8163,14.3112,"null","null",609,195,"null","0.1364","null","null",1,22.0989,0,"4.1518","null"
2495449,"Tandon Doss","WR","JAC",-215.9031,14.2244,"null","null",610,196,"null","0.5592","null","null",0,22.4767,0,"3.9389","null"
2507029,"Eric Weems","WR","ATL",-216.0024,14.1251,"null","null",611,197,"null","1.1732","null","null",0,25.8963,2.2494,"4.7613","null"
2553289,"Evan Spencer","WR","WAS",-216.9221,13.2054,"null","null",612,198,"null","0.7218","null","null",0,26.829,0,"4.2686","null"
2540267,"Ace Sanders","WR","FA",-217.4292,12.6983,"null","null",613,199,"null","0.4744","null","null",1,25.9221,0,"2.7387","null"
2507884,"David Nelson","WR","PIT",-217.8586,12.2689,"null","null",614,200,"null","0.2193","null","null",0,21.4332,0,"3.3828","null"
2532807,"Ryan Broyles","WR","DET",-217.9486,12.1789,"null","null",615,201,"null","0.3749","null","null",0.25,21.4384,0,"3.831","null"
2539235,"Tavarres King","WR","TB",-218.2073,11.9202,"null","null",616,202,"null","0.2575","null","null",0,20.8876,0,"3.508","null"
2553352,"Bud Sasser","WR","FA",-218.4397,11.6878,"null","null",617,203,"null","0.165","null","null",0.3333,23.128,0,"3.1746","null"
2541944,"Russell Shepard","WR","TB",-218.4898,11.6377,"null","null",618,204,"null","0.2889","200","-483",0,24.4421,0,"3.324","null"
2507902,"Marlon Moore","WR","CLE",-218.7196,11.4079,"null","null",619,205,"null","0.2769","null","null",0,18.3255,0,"5.4739","null"
2532930,"DeVier Posey","WR","NYJ",-218.8379,11.2896,"null","null",620,206,"null","0.3189","null","null",0,22.9373,0.59,"7.8427","null"
2495331,"Aldrick Robinson","WR","BAL",-219.155,10.9725,"null","null",621,207,"null","0.26","286","-400",0,19.9246,0,"4.3356","null"
2540181,"Josh Boyce","WR","NE",-219.1586,10.9689,"null","null",622,208,"null","1.1179","83","-604",0.3333,21.3777,0,"4.7512","null"
2535964,"Josh Bellamy","WR","CHI",-219.6715,10.456,"null","null",623,209,"null","1.328","null","null",0,11.4926,9.3556,"6.0195","null"
2495676,"Robert Meachem","WR","FA",-220.8815,9.246,"null","null",624,210,"null","0.3865","null","null",0,12.6595,0,"5.3196","null"
2550182,"Isaiah Burse","WR","DEN",-221.1175,9.01,"null","null",625,211,"null","0.3729","null","null",0,14.4173,0,"5.9621","null"
497286,"Marcus Easley","WR","BUF",-221.4185,8.709,"null","null",626,212,"null","0.2511","null","null",0,18.8359,0,"5.1399","null"
2552654,"Geremy Davis","WR","NYG",-221.5623,8.5652,"null","null",627,213,"null","0.3013","73.33","-618.67",0,18.1594,0,"4.9458","null"
2552411,"Dezmin Lewis","WR","BUF",-221.7769,8.3506,"null","null",628,214,"null","0.3373","62.75","-630.25",0.25,16.7618,0,"5.3886","null"
2553451,"Neal Sterling","WR","JAC",-221.9503,8.1772,"null","null",629,215,"null","0.3484","195.5","-498.5",0,12.9467,0,"5.7835","null"
2543774,"Jared Abbrederis","WR","GB",-222.278,7.8495,"null","null",630,216,"null","0.0937","153.47","-541.53",0.25,12.0661,0.3,"6.4758","null"
2552651,"Kaelin Clay","WR","TB",-222.3193,7.8082,"null","null",631,217,"null","0.1303","82","-614",0.3333,16.6187,0,"5.17","null"
2553606,"Jordan Taylor","WR","DEN",-222.4242,7.7033,"null","null",632,218,"null","0.5324","192","-505",0,16.2129,0,"4.1812","null"
2499248,"Kris Durham","WR","OAK",-222.4751,7.6524,"null","null",633,219,"null","0.9664","null","null",0,15.2753,-0.4137,"5.5157","null"
2539335,"Geno Smith","QB","NYJ",-223.1523,100.0859,"null","252",634,33,"null","45.177","201.53","-497.47",1,171.5984,-42.3165,"9.0214","3"
2552650,"Mario Alford","WR","CIN",-223.4381,6.6894,"null","null",635,220,"null","0.1104","107","-593",0.25,13.9433,0,"5.6084","null"
2530713,"Jeff Maehl","WR","PHI",-223.4448,6.6827,"null","null",636,221,"null","0.2267","null","null",0,12.442,0,"5.7036","null"
2543619,"Walt Powell","WR","NYJ",-223.6522,6.4753,"null","null",637,222,"null","0.3268","null","null",0,11.0751,0,"5.372","null"
2535716,"Saalim Hakim","WR","NYJ",-223.6909,6.4366,"null","null",638,223,"null","0.7395","null","null",0,11.8672,0,"5.1272","null"
81857,"Kevin Ogletree","WR","FA",-224.267,5.8605,"null","null",639,224,"null","0.3938","null","null",0.3333,10.2879,0,"5.6509","null"
2543761,"Shaq Evans","WR","NYJ",-224.5937,5.5338,"null","null",640,225,"null","0.1435","null","null",0.5,12.2464,0,"4.2378","null"
497260,"Seyi Ajirotutu","WR","PHI",-224.7279,5.3996,"null","null",641,226,"null","0.059","207","-499",1.3333,8.3636,0,"6.5596","null"
2540260,"Alan Bonner","WR","HOU",-224.7463,5.3812,"null","null",642,227,"null","0.1826","null","null",0,7.9782,0,"6.7205","null"
2541096,"Ifeanyi Momah","WR","ARI",-224.8275,5.3,"null","null",643,228,"null","0.2043","null","null",1,6.217,5.3,"7.5109","null"
2533539,"Tommy Streeter","WR","MIA",-225.0304,5.0971,"null","null",644,229,"null","0.0054","null","null",0,9.2463,0,"5.7226","null"
2534436,"Deonte Thompson","WR","BUF",-225.0333,5.0942,"null","null",645,230,"null","0.1289","null","null",0,8.6635,0,"5.8981","null"
2535522,"Brian Tyms","WR","NE",-225.0383,5.0892,"null","null",646,231,"null","0.3945","203","-508",0.6667,9.5047,0,"5.5807","null"
2541390,"Kevin Dorsey","WR","NE",-225.286,4.8415,"null","null",647,232,"null","0.6576","null","null",0,8.2945,0,"5.9655","null"
2541828,"Frankie Hammond","WR","KC",-225.5796,4.5479,"null","null",648,233,"null","0.7469","null","null",0.5,8.877,0,"5.9717","null"
2539246,"Chris Harper","WR","NYG",-226.3077,3.8198,"null","null",649,234,"null","0.0942","357","-357",0,11.3823,0,"6.169","null"
2539674,"Rodney Smith","WR","FA",-226.3454,3.7821,"null","null",650,235,"null","0.2376","null","null",0,7.0117,0,"6.1651","null"
2553502,"DeAndre Carter","WR","BAL",-226.4585,3.669,"null","null",651,236,"null","0.4873","94.77","-621.23",0.6667,7.2499,0,"6.3461","null"
497270,"Arrelious Benn","WR","JAC",-226.7075,3.42,"null","null",652,237,"null","0.514","null","null",0,6.2763,0,"6.7247","null"
