"playerId","playername","position","team","vor","points","actualPoints","overallRank","positionRank","dropoff"
2500835,"Tony Gonzalez","TE","ATL",-43.5167,170.1,"253.25",130,22,"9.775"
2495651,"Jacoby Jones","WR","HOU",-44.0833,143.25,"157.7",131,56,"1.475"
2507183,"James Jones","WR","GB",-45.0833,142.25,"175.25",132,57,"0.975"
2505062,"Deion Branch","WR","NE",-46.0333,141.3,"186.3",133,58,"0.525"
2346,"Pierre Garcon","WR","IND",-46.0833,141.25,"244.25",134,59,"2.45"
2507192,"Michael Bush","RB","OAK",-46.9333,175.4,"245.8",135,37,"13.45"
80670,"Louis Murphy","WR","OAK",-47.0333,140.3,"51.15",136,60,"3.35"
71201,"Travis Beckum","TE","NYG",-49.8667,163.75,"24.95",137,23,"7.425"
2500467,"Donald Driver","WR","GB",-50.0333,137.3,"140",138,61,"1.125"
81831,"Brian Hartline","WR","MIA",-50.7333,136.6,"123.35",139,62,"1.5"
2506313,"Nate Washington","WR","TEN",-51.5833,135.75,"269.45",140,63,"1.55"
497270,"Arrelious Benn","WR","TB",-52.8833,134.45,"114.15",141,64,"1.025"
497298,"Donald Jones","WR","BUF",-53.3833,133.95,"63.65",142,65,"1.35"
2495802,"Jason Avant","WR","PHI",-54.4333,132.9,"153.85",143,66,"1.625"
81288,"Brandon Gibson","WR","STL",-55.0333,132.3,"106.65",144,67,"2.5"
71431,"Brandon Pettigrew","TE","DET",-56.7167,156.9,"229.55",145,24,"4.25"
2506000,"Bernard Berrian","WR","MIN",-57.0833,130.25,"20.65",146,68,"2.875"
2495241,"Daniel Thomas","RB","MIA",-57.6333,164.7,"76.35",147,38,"11.675"
2505561,"Visanthe Shiancoe","TE","MIN",-57.8667,155.75,"115.35",148,25,"17.1"
71269,"Michael Crabtree","WR","SF",-57.9833,129.35,"227.1",149,69,"5"
81282,"Austin Collie","WR","IND",-61.9333,125.4,"137.1",150,70,"3.05"
2505674,"Willis McGahee","RB","DEN",-63.1333,159.2,"213.6",151,39,"13.475"
2506364,"Jason Campbell","QB","OAK",-63.5333,236.05,"90.75",152,18,"8.075"
80664,"Mohamed Massaquoi","WR","CLE",-64.0333,123.3,"100.6",153,71,"2.3"
2495835,"Anthony Fasano","TE","MIA",-64.0667,149.55,"129.65",154,26,"25.6"
2506394,"Roscoe Parrish","WR","BUF",-65.9333,121.4,"5.7",155,72,"1"
2506897,"Devin Hester","WR","CHI",-66.7333,120.6,"182.2",156,73,"0.8"
2495192,"Greg Little","WR","CLE",-67.1333,120.2,"179.35",157,74,"1.55"
79858,"Mark Sanchez","QB","NYJ",-67.3833,232.2,"205.3",158,19,"10.475"
497322,"Emmanuel Sanders","WR","PIT",-67.9333,119.4,"82.95",159,75,"3.075"
2505964,"Patrick Crayton","WR","SD",-69.4333,117.9,"76.3",160,76,"3.325"
2495689,"Legedu Naanee","WR","CAR",-72.5833,114.75,"120.05",161,77,"0.4"
2495562,"Steve Breaston","WR","KC",-72.9333,114.4,"190.75",162,78,"3.3"
222,"Harry Douglas","WR","ATL",-73.0333,114.3,"119.7",163,79,"6.4"
1996,"Ryan Torain","RB","WAS",-75.4833,146.85,"31.2",164,40,"5.325"
2506444,"Kyle Orton","QB","DEN",-75.8333,223.75,"87.95",165,20,"4.4"
2507141,"Pierre Thomas","RB","NO",-77.7333,144.6,"232.85",166,41,"10.35"
2501898,"Derrick Mason","WR","FA",-79.4333,107.9,"44.5",167,80,"2.45"
2505976,"Michael Jenkins","WR","MIN",-79.4333,107.9,"119.9",167,80,"8"
497123,"Colt McCoy","QB","CLE",-79.8833,219.7,"130.65",169,21,"2.6"
2507169,"Kevin Kolb","QB","ARI",-80.5833,219,"96",170,22,"9.15"
2495744,"Jason Snelling","RB","ATL",-83.8833,138.45,"71.15",171,42,"8.9"
2495922,"Ben Obomanu","WR","SEA",-84.3333,103,"114.4",172,82,"6.475"
2495455,"Cam Newton","QB","CAR",-84.3833,215.2,"447.15",173,23,"11.325"
2495557,"Kevin Boss","TE","OAK",-85.8667,127.75,"101.2",174,27,"9.625"
2505342,"Jerheme Urban","WR","KC",-90.5333,96.8,"15.25",175,83,"0.55"
2502377,"Terrell Owens","WR","FA",-91.0833,96.25,"null",176,84,"0.4"
2507539,"Anthony Armstrong","WR","WAS",-91.0833,96.25,"35.85",176,84,"0.9"
2495631,"Jason Hill","WR","JAC",-91.8833,95.45,"98.05",178,86,"0.2"
2506222,"Josh Cribbs","WR","CLE",-92.0833,95.25,"222.8",179,87,"0.9"
2506331,"Greg Camarillo","WR","MIN",-92.0833,95.25,"27.15",179,87,"2.075"
949,"Jonathan Stewart","RB","CAR",-92.2833,130.05,"260.75",181,43,"1.675"
497206,"James Starks","RB","GB",-93.2833,129.05,"138.05",182,44,"2.825"
497224,"Ed Dickson","TE","BAL",-93.4667,120.15,"163.2",183,28,"4.725"
497336,"Damian Williams","WR","TEN",-93.8833,93.45,"163.8",184,89,"0.875"
2506928,"Domenik Hixon","WR","NYG",-94.4333,92.9,"19.05",185,90,"1.825"
497204,"C.J. Spiller","RB","BUF",-94.6333,127.7,"203.4",186,45,"3.05"
2502044,"Donovan McNabb","QB","MIN",-95.0833,204.5,"65.3",188,24,"4.175"
2506114,"Devery Henderson","WR","NO",-95.0833,92.25,"119.45",187,91,"2.925"
252,"Chad Henne","QB","MIA",-96.3333,203.25,"72.15",189,25,"9.25"
2495315,"Denarius Moore","WR","OAK",-97.4333,89.9,"168.35",190,92,"1.6"
2495187,"Lance Kendricks","TE","STL",-97.5167,116.1,"74.65",191,29,"6.075"
1037847,"Deji Karim","RB","JAC",-97.5833,124.75,"23.75",192,46,"1.4"
927,"Justin Forsett","RB","SEA",-97.7833,124.55,"57.2",193,47,"2.9"
2495459,"Torrey Smith","WR","BAL",-98.5833,88.75,"219.35",194,93,"6.5"
2495931,"Leonard Pope","TE","KC",-98.8667,114.75,"67.05",195,30,"9.7"
497274,"Dezmon Briscoe","WR","TB",-99.4833,87.85,"129.65",196,94,"12.4"
2506447,"Marion Barber","RB","CHI",-100.1833,122.15,"86.6",197,48,"5.725"
2495172,"Kendall Hunter","RB","SF",-101.1833,121.15,"115.15",198,49,"11.85"
2501078,"Matt Hasselbeck","QB","TEN",-102.1833,197.4,"220.45",199,26,"9.975"
2688,"Evan Moore","TE","CLE",-108.3167,105.3,"106.6",200,31,"6.525"
2495942,"Tony Scheffler","TE","DET",-108.8167,104.8,"114.8",201,32,"14.875"
2495863,"Tarvaris Jackson","QB","SEA",-108.9833,190.6,"144.25",202,27,"14.275"
2506467,"Darren Sproles","RB","NO",-110.6333,111.7,"362.15",203,50,"6.025"
497286,"Marcus Easley","WR","BUF",-110.6833,76.65,"null",204,95,"5.65"
2507855,"Victor Cruz","WR","NYG",-113.0833,74.25,"364",205,96,"6.75"
2500150,"Kerry Collins","QB","IND",-115.3333,184.25,"0.8",206,28,"26"
2495269,"Delone Carter","RB","IND",-115.4333,106.9,"48.05",207,51,"3.7"
238504,"LaRod Stephens-Howling","RB","ARI",-117.8833,104.45,"77.95",208,52,"2.875"
2495253,"Titus Young","WR","DET",-119.5833,67.75,"175.05",209,97,"1"
2495449,"Tandon Doss","WR","BAL",-120.0833,67.25,"1",210,98,"1.5"
2495849,"Jerome Harrison","RB","DET",-120.3833,101.95,"3.25",211,53,"1.225"
2507486,"Kellen Davis","TE","CHI",-120.8667,92.75,"78.9",212,33,"8.775"
2495800,"Devin Aromashodu","WR","MIN",-121.0833,66.25,"102.2",213,99,"1.75"
2503715,"Ricky Williams","RB","BAL",-121.1333,101.2,"83.65",214,54,"3.75"
71281,"Jarett Dillard","WR","JAC",-122.0833,65.25,"79.3",215,100,"2.2"
497190,"Dexter McCluster","RB","KC",-122.0833,100.25,"170.5",215,55,"6.95"
71417,"Jordan Norwood","WR","CLE",-123.5833,63.75,"70.95",217,101,"2.375"
2495612,"Anthony Gonzalez","WR","IND",-124.9833,62.35,"1",218,102,"2.325"
2505018,"Jeremy Shockey","TE","CAR",-126.5167,87.1,"126.25",219,34,"7.55"
81873,"Sammie Stroughter","WR","TB",-126.9333,60.4,"38.8",220,103,"3.525"
81869,"Bernard Scott","RB","CIN",-127.6833,94.65,"66.7",222,56,"2.85"
497326,"Golden Tate","WR","SEA",-127.6833,59.65,"110.3",221,104,"5.725"
4433,"Marcel Reece","RB","OAK",-130.3833,91.95,"102",223,57,"2.4"
497178,"Montario Hardesty","RB","CLE",-130.6833,91.65,"46.1",224,58,"5.15"
2506340,"Alex Smith","QB","SF",-131.1833,168.4,"227.1",225,29,"33.125"
2495353,"Julius Thomas","TE","DEN",-132.7667,80.85,"1.75",226,35,"3.85"
2495341,"Cecil Shorts","WR","JAC",-133.2333,54.1,"19.1",227,105,"0.6"
2495158,"Leonard Hankerson","WR","WAS",-133.5833,53.75,"37.45",228,106,"2"
2508061,"Antonio Brown","WR","PIT",-134.0833,53.25,"312.3",229,107,"3.625"
80644,"Mike Goodson","RB","CAR",-134.8833,87.45,"1.6",230,59,"2.15"
497254,"Dennis Pitta","TE","BAL",-135.3667,78.25,"118.75",231,36,"4.175"
497208,"Ben Tate","RB","HOU",-136.7833,85.55,"194.05",232,60,"0.55"
220,"Early Doucet","WR","ARI",-137.0833,50.25,"187.35",233,108,"3.375"
2495472,"Jordan Todman","RB","MIN",-137.2833,85.05,"null",234,61,"0.725"
2495471,"Jacquizz Rodgers","RB","ATL",-137.3833,84.95,"76.95",235,62,"1.7"
1062,"Martellus Bennett","TE","DAL",-137.8667,75.75,"38.6",236,37,"3.35"
497262,"Danario Alexander","WR","STL",-138.3333,49,"102.65",237,109,"4.375"
2506341,"Ronnie Brown","RB","PHI",-138.6333,83.7,"12.3",238,63,"1"
1970,"Tashard Choice","RB","DAL",-139.5333,82.8,"40.45",239,64,"1.125"
2505380,"Earnest Graham","RB","TB",-139.7333,82.6,"84.5",240,65,"4"
497246,"Michael Hoomanawanui","TE","STL",-141.2167,72.4,"19.45",241,38,"0.325"
2506619,"Daniel Fells","TE","DEN",-141.2167,72.4,"72.4",241,38,"2.7"
79635,"Javon Ringer","RB","TEN",-141.5833,80.75,"70.3",243,66,"6"
216,"Fred Davis","TE","WAS",-141.8667,71.75,"193.4",244,40,"7.025"
2507166,"Ted Ginn","WR","SF",-142.5833,44.75,"139.3",245,110,"0.825"
2502220,"Randy Moss","WR","FA",-142.8333,44.5,"null",246,111,"3.25"
80682,"Brian Robiskie","WR","CLE",-143.9833,43.35,"6.75",247,112,"4.4"
497176,"Toby Gerhart","RB","MIN",-145.8833,76.45,"153.05",248,67,"4.625"
2495438,"Kyle Rudolph","TE","MIN",-145.9667,67.65,"81.35",249,41,"8.3"
2506916,"Brad Smith","WR","BUF",-148.1833,39.15,"79.1",250,113,"0.7"
81857,"Kevin Ogletree","WR","DAL",-148.5833,38.75,"44.05",251,114,"1.225"
2506361,"Mark Clayton","WR","STL",-149.1833,38.15,"6.9",252,115,"1.5"
2507591,"Isaac Redman","RB","PIT",-149.2833,73.05,"102.9",253,68,"3.55"
2506004,"Jerricho Cotchery","WR","PIT",-150.4333,36.9,"64.5",254,116,"2.25"
71195,"Ramses Barden","WR","NYG",-150.9333,36.4,"23.1",255,117,"3.825"
2506053,"Luke McCown","QB","JAC",-151.4833,148.1,"-11.25",256,30,"26.475"
2505690,"Mewelde Moore","RB","PIT",-151.7333,70.6,"57.2",257,69,"5.025"
2495966,"Delanie Walker","TE","SF",-151.8167,61.8,"65.95",258,42,"7.975"
2495207,"DeMarco Murray","RB","DAL",-153.9333,68.4,"211.55",259,70,"5.675"
206,"Andre Caldwell","WR","CIN",-154.4333,32.9,"102.55",260,118,"0.9"
497344,"Stephen Williams","WR","ARI",-155.0833,32.25,"1",261,119,"0.8"
80427,"Darrius Heyward-Bey","WR","OAK",-155.5833,31.75,"231.25",262,120,"0.8"
248,"Lavelle Hawkins","WR","TEN",-156.1833,31.15,"123.5",263,121,"0.4"
497282,"Riley Cooper","WR","PHI",-156.5833,30.75,"70.05",264,122,"1.95"
2508115,"Vincent Brown","WR","SD",-156.5833,30.75,"80.35",264,122,"4.275"
2495960,"David Thomas","TE","NO",-156.7167,56.9,"7.4",266,43,"6.325"
2495473,"Shane Vereen","RB","NE",-159.5833,62.75,"11.85",267,71,"2.975"
2495161,"Roy Helu","RB","WAS",-159.6333,62.7,"196.6",268,72,"6.1"
2495957,"Maurice Stovall","WR","DET",-160.4833,26.85,"2.2",269,124,"0.75"
238498,"Julian Edelman","WR","NE",-161.2333,26.1,"50.3",270,126,"1.25"
2506737,"Sam Hurd","WR","FA",-161.2333,26.1,"25.55",270,125,"4.8"
2505106,"Randy McMichael","TE","SD",-162.8667,50.75,"70.65",272,44,"2.525"
2495573,"Scott Chandler","TE","BUF",-163.2167,50.4,"129.35",273,45,"5.6"
4505,"Chaz Schilens","WR","OAK",-163.7333,23.6,"75.65",274,127,"5.325"
2495967,"Leon Washington","RB","SEA",-165.4833,56.85,"57.85",275,73,"2.675"
2505967,"Derrick Ward","RB","HOU",-165.9833,56.35,"24.45",276,74,"4.375"
2495234,"Luke Stocker","TE","TB",-167.5667,46.05,"25.8",277,46,"2.95"
2495179,"Jerrel Jernigan","WR","NYG",-168.3333,19,"9.3",278,128,"1.525"
2495448,"Randall Cobb","WR","GB",-169.7833,17.55,"173.05",279,129,"0.225"
497328,"Demaryius Thomas","WR","DEN",-169.9333,17.4,"138.65",280,130,"0.15"
2507182,"Matt Spaeth","TE","CHI",-170.0667,43.55,"26.5",281,47,"1.35"
81306,"Brandon Tate","WR","CIN",-170.0833,17.25,"89.05",282,131,"0.575"
497308,"Kerry Meier","WR","ATL",-170.0833,17.25,"1",282,131,"1.3"
2495660,"Brian Leonard","RB","CIN",-170.3333,52,"66.25",284,75,"0.625"
2505052,"Maurice Morris","RB","DET",-170.3833,51.95,"107.3",285,76,"4.2"
324,"Jacob Tamme","TE","IND",-170.9667,42.65,"51.55",286,48,"0.975"
497334,"Blair White","WR","IND",-171.2333,16.1,"1.1",287,133,"1.625"
2495189,"Jeremy Kerley","WR","NYJ",-171.5333,15.8,"98.7",288,134,"3.025"
2495921,"Jerious Norwood","RB","STL",-171.5333,50.8,"0.3",288,77,"7.8"
2505024,"Daniel Graham","TE","TEN",-171.8667,41.75,"11.75",290,49,"4.675"
2504590,"David Martin","TE","FA",-172.0167,41.6,"1",291,50,"14.375"
2505656,"Bryant Johnson","WR","HOU",-174.1833,13.15,"25.5",292,135,"2"
497316,"Taylor Price","WR","JAC",-174.9333,12.4,"7.85",293,136,"null"
2495143,"Andy Dalton","QB","CIN",-177.1333,122.45,"219.65",294,31,"7.075"
2505017,"Donte Stallworth","WR","WAS",-177.4333,9.9,"80.35",295,137,"null"
2507209,"LeRon McClain","RB","KC",-177.6333,44.7,"42.35",296,78,"4.4"
2495441,"Blaine Gabbert","QB","JAC",-178.7833,120.8,"23.55",297,32,"30.7"
497172,"Anthony Dixon","RB","SF",-181.0333,41.3,"18.25",298,79,"2.35"
2495877,"Jeff King","TE","ARI",-181.0667,32.55,"85.65",299,51,"11.95"
2506147,"John Kuhn","RB","GB",-183.0333,39.3,"63.45",300,80,"1.25"
2495556,"Lorenzo Booker","RB","MIN",-183.7333,38.6,"23.15",301,81,"1.625"
2508138,"Anthony Allen","RB","BAL",-184.8333,37.5,"0.15",302,82,"1.475"
497192,"Joe McKnight","RB","NYJ",-185.8833,36.45,"41.8",303,83,"3.325"
2505645,"Ovie Mughelli","RB","ATL",-186.7333,35.6,"18.55",304,84,"5.9"
2505623,"Rex Grossman","QB","WAS",-189.6333,109.95,"124.65",305,33,"40.25"
2507518,"Lance Ball","RB","DEN",-191.6833,30.65,"92.8",306,85,"2.375"
497242,"Clay Harbor","TE","PHI",-191.7167,21.9,"43.45",307,52,"null"
2507779,"Donald Brown","RB","IND",-193.5833,28.75,"151.9",308,86,"3.275"
2505097,"Justin Peelle","TE","SF",-194.3167,19.3,"3.85",309,53,"null"
2505181,"Chester Taylor","RB","ARI",-194.5333,27.8,"41.75",310,87,"7.55"
2508119,"Alex Green","RB","GB",-199.1833,23.15,"2.95",311,88,"7.3"
2507278,"Jackie Battle","RB","KC",-204.9833,17.35,"98.55",312,89,"3.25"
1365,"Jacob Hester","RB","SD",-207.9833,14.35,"31.2",313,90,"0.5"
256,"Lex Hilliard","RB","MIA",-208.4833,13.85,"18.65",314,92,"0.05"
945,"Steve Slaton","RB","HOU",-208.4833,13.85,"16.65",314,91,"0.25"
